captura,fuente,motivo
2026-08-31-1151,esios_capacidad_instalada,ausente
2026-08-31-1451,entsoe_A44_precio_es,ausente
2026-08-31-1451,entsoe_A44_precio_francia,ausente
2026-08-31-1451,entsoe_A65_prev_demanda_es,ausente
2026-08-31-1451,entsoe_A69_prev_renovable_es,ausente
2026-08-31-1451,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-1451,esios_capacidad_instalada,ausente
2026-08-31-1751,entsoe_A44_precio_es,ausente
2026-08-31-1751,entsoe_A44_precio_francia,ausente
2026-08-31-1751,entsoe_A65_prev_demanda_es,ausente
2026-08-31-1751,entsoe_A69_prev_renovable_es,ausente
2026-08-31-1751,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-1751,esios_capacidad_instalada,ausente
2026-08-31-2051,entsoe_A44_precio_es,ausente
2026-08-31-2051,entsoe_A44_precio_francia,ausente
2026-08-31-2051,entsoe_A65_prev_demanda_es,ausente
2026-08-31-2051,entsoe_A69_prev_renovable_es,ausente
2026-08-31-2051,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-2051,esios_capacidad_instalada,ausente
2026-08-31-2351,entsoe_A44_precio_es,ausente
2026-08-31-2351,entsoe_A44_precio_francia,ausente
2026-08-31-2351,entsoe_A65_prev_demanda_es,ausente
2026-08-31-2351,entsoe_A69_prev_renovable_es,ausente
2026-08-31-2351,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-2351,esios_capacidad_instalada,ausente
2026-09-01-0250,entsoe_A44_precio_es,ausente
2026-09-01-0250,entsoe_A44_precio_francia,ausente
2026-09-01-0250,entsoe_A65_prev_demanda_es,ausente
2026-09-01-0250,entsoe_A69_prev_renovable_es,ausente
2026-09-01-0250,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-0550,entsoe_A44_precio_es,ausente
2026-09-01-0550,entsoe_A44_precio_francia,ausente
2026-09-01-0550,entsoe_A65_prev_demanda_es,ausente
2026-09-01-0550,entsoe_A69_prev_renovable_es,ausente
2026-09-01-0550,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-0550,esios_capacidad_instalada,ausente
2026-09-01-0851,entsoe_A44_precio_es,ausente
2026-09-01-0851,entsoe_A44_precio_francia,ausente
2026-09-01-0851,entsoe_A65_prev_demanda_es,ausente
2026-09-01-0851,entsoe_A69_prev_renovable_es,ausente
2026-09-01-0851,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-0851,esios_capacidad_instalada,ausente
2026-09-01-1151,entsoe_A44_precio_es,ausente
2026-09-01-1151,entsoe_A44_precio_francia,ausente
2026-09-01-1151,entsoe_A65_prev_demanda_es,ausente
2026-09-01-1151,entsoe_A69_prev_renovable_es,ausente
2026-09-01-1151,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-1151,esios_capacidad_instalada,ausente
2026-09-01-1450,entsoe_A44_precio_es,ausente
2026-09-01-1450,entsoe_A44_precio_francia,ausente
2026-09-01-1450,entsoe_A65_prev_demanda_es,ausente
2026-09-01-1450,entsoe_A69_prev_renovable_es,ausente
2026-09-01-1450,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-1450,esios_capacidad_instalada,ausente
2026-09-01-1751,entsoe_A44_precio_es,ausente
2026-09-01-1751,entsoe_A44_precio_francia,ausente
2026-09-01-1751,entsoe_A65_prev_demanda_es,ausente
2026-09-01-1751,entsoe_A69_prev_renovable_es,ausente
2026-09-01-1751,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-1751,esios_capacidad_instalada,ausente
2026-09-01-2051,entsoe_A44_precio_es,ausente
2026-09-01-2051,entsoe_A44_precio_francia,ausente
2026-09-01-2051,entsoe_A65_prev_demanda_es,ausente
2026-09-01-2051,entsoe_A69_prev_renovable_es,ausente
2026-09-01-2051,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-2051,esios_capacidad_instalada,ausente
2026-09-01-2350,entsoe_A44_precio_es,ausente
2026-09-01-2350,entsoe_A44_precio_francia,ausente
2026-09-01-2350,entsoe_A65_prev_demanda_es,ausente
2026-09-01-2350,entsoe_A69_prev_renovable_es,ausente
2026-09-01-2350,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-2350,esios_capacidad_instalada,ausente
2026-09-02-0251,entsoe_A44_precio_es,ausente
2026-09-02-0251,entsoe_A44_precio_francia,ausente
2026-09-02-0251,entsoe_A65_prev_demanda_es,ausente
2026-09-02-0251,entsoe_A69_prev_renovable_es,ausente
2026-09-02-0251,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-0550,entsoe_A44_precio_es,ausente
2026-09-02-0550,entsoe_A44_precio_francia,ausente
2026-09-02-0550,entsoe_A65_prev_demanda_es,ausente
2026-09-02-0550,entsoe_A69_prev_renovable_es,ausente
2026-09-02-0550,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-0550,esios_capacidad_instalada,ausente
2026-09-02-0850,entsoe_A44_precio_es,ausente
2026-09-02-0850,entsoe_A44_precio_francia,ausente
2026-09-02-0850,entsoe_A65_prev_demanda_es,ausente
2026-09-02-0850,entsoe_A69_prev_renovable_es,ausente
2026-09-02-0850,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-0850,esios_capacidad_instalada,ausente
2026-09-02-1150,entsoe_A44_precio_es,ausente
2026-09-02-1150,entsoe_A44_precio_francia,ausente
2026-09-02-1150,entsoe_A65_prev_demanda_es,ausente
2026-09-02-1150,entsoe_A69_prev_renovable_es,ausente
2026-09-02-1150,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-1150,esios_capacidad_instalada,ausente
2026-09-02-1451,entsoe_A44_precio_es,ausente
2026-09-02-1451,entsoe_A44_precio_francia,ausente
2026-09-02-1451,entsoe_A65_prev_demanda_es,ausente
2026-09-02-1451,entsoe_A69_prev_renovable_es,ausente
2026-09-02-1451,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-1451,esios_capacidad_instalada,ausente
2026-09-02-1751,entsoe_A44_precio_es,ausente
2026-09-02-1751,entsoe_A44_precio_francia,ausente
2026-09-02-1751,entsoe_A65_prev_demanda_es,ausente
2026-09-02-1751,entsoe_A69_prev_renovable_es,ausente
2026-09-02-1751,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-1751,esios_capacidad_instalada,ausente
2026-09-02-2050,esios_capacidad_instalada,ausente
2026-09-02-2351,esios_capacidad_instalada,ausente
2026-09-03-0550,esios_capacidad_instalada,ausente
2026-09-03-0850,esios_capacidad_instalada,ausente
2026-09-03-1151,esios_capacidad_instalada,ausente
2026-09-03-1451,esios_capacidad_instalada,ausente
2026-09-03-1750,esios_capacidad_instalada,ausente
2026-09-03-2051,esios_capacidad_instalada,ausente
2026-09-03-2107,aemet_prediccion_diaria,ausente
2026-09-03-2107,aemet_prediccion_horaria,ausente
2026-09-03-2107,aemet_prediccion_periodos,ausente
2026-09-03-2107,esios_capacidad_instalada,ausente
2026-09-03-2351,esios_capacidad_instalada,ausente
2026-09-04-0550,esios_capacidad_instalada,ausente
2026-09-04-0851,esios_capacidad_instalada,ausente
2026-09-04-1150,esios_capacidad_instalada,ausente
2026-09-04-1450,esios_capacidad_instalada,ausente
2026-09-04-1751,esios_capacidad_instalada,ausente
2026-09-04-2051,esios_capacidad_instalada,ausente
2026-09-04-2351,esios_capacidad_instalada,ausente
2026-09-05-0550,esios_capacidad_instalada,ausente
2026-09-05-0850,esios_capacidad_instalada,ausente
2026-09-05-1150,esios_capacidad_instalada,ausente
2026-09-05-1450,esios_capacidad_instalada,ausente
2026-09-05-1750,esios_capacidad_instalada,ausente
2026-09-05-2051,esios_capacidad_instalada,ausente
2026-09-05-2350,esios_capacidad_instalada,ausente
2026-09-06-0550,esios_capacidad_instalada,ausente
2026-09-06-0850,esios_capacidad_instalada,ausente
2026-09-06-1150,esios_capacidad_instalada,ausente
2026-09-06-1452,esios_capacidad_instalada,ausente
2026-09-06-1750,esios_capacidad_instalada,ausente
2026-09-06-2051,esios_capacidad_instalada,ausente
2026-09-06-2142,aemet_prediccion_diaria,ausente
2026-09-06-2142,aemet_prediccion_horaria,ausente
2026-09-06-2142,aemet_prediccion_periodos,ausente
2026-09-06-2142,esios_capacidad_instalada,ausente
2026-09-06-2157,aemet_prediccion_diaria,ausente
2026-09-06-2157,aemet_prediccion_horaria,ausente
2026-09-06-2157,aemet_prediccion_periodos,ausente
2026-09-06-2157,esios_capacidad_instalada,ausente
2026-09-06-2351,esios_capacidad_instalada,ausente
2026-09-07-0550,esios_capacidad_instalada,ausente
2026-09-07-0851,esios_capacidad_instalada,ausente
2026-09-07-1150,esios_capacidad_instalada,ausente
2026-09-07-1450,esios_capacidad_instalada,ausente
2026-09-07-1751,entsoe_A44_precio_es,ausente
2026-09-07-1751,entsoe_A44_precio_francia,ausente
2026-09-07-1751,entsoe_A65_prev_demanda_es,ausente
2026-09-07-1751,entsoe_A69_prev_renovable_es,ausente
2026-09-07-1751,entsoe_A72_reserva_hidraulica,ausente
2026-09-07-1751,esios_capacidad_instalada,ausente
2026-09-07-2036,entsoe_A44_precio_es,ausente
2026-09-07-2036,entsoe_A44_precio_francia,ausente
2026-09-07-2036,entsoe_A65_prev_demanda_es,ausente
2026-09-07-2036,entsoe_A69_prev_renovable_es,ausente
2026-09-07-2036,entsoe_A72_reserva_hidraulica,ausente
2026-09-07-2036,esios_capacidad_instalada,ausente
2026-09-07-2050,aemet_prediccion_diaria,ausente
2026-09-07-2050,aemet_prediccion_horaria,ausente
2026-09-07-2050,aemet_prediccion_periodos,ausente
2026-09-07-2050,entsoe_A44_precio_es,ausente
2026-09-07-2050,entsoe_A44_precio_francia,ausente
2026-09-07-2050,entsoe_A65_prev_demanda_es,ausente
2026-09-07-2050,entsoe_A69_prev_renovable_es,ausente
2026-09-07-2050,entsoe_A72_reserva_hidraulica,ausente
2026-09-07-2050,esios_capacidad_instalada,ausente
2026-09-07-2350,entsoe_A44_precio_es,ausente
2026-09-07-2350,entsoe_A44_precio_francia,ausente
2026-09-07-2350,entsoe_A65_prev_demanda_es,ausente
2026-09-07-2350,entsoe_A69_prev_renovable_es,ausente
2026-09-07-2350,entsoe_A72_reserva_hidraulica,ausente
2026-09-07-2350,esios_capacidad_instalada,ausente
2026-09-08-0250,entsoe_A44_precio_es,ausente
2026-09-08-0250,entsoe_A44_precio_francia,ausente
2026-09-08-0250,entsoe_A65_prev_demanda_es,ausente
2026-09-08-0250,entsoe_A69_prev_renovable_es,ausente
2026-09-08-0250,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-0550,entsoe_A44_precio_es,ausente
2026-09-08-0550,entsoe_A44_precio_francia,ausente
2026-09-08-0550,entsoe_A65_prev_demanda_es,ausente
2026-09-08-0550,entsoe_A69_prev_renovable_es,ausente
2026-09-08-0550,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-0550,esios_capacidad_instalada,ausente
2026-09-08-0850,entsoe_A44_precio_es,ausente
2026-09-08-0850,entsoe_A44_precio_francia,ausente
2026-09-08-0850,entsoe_A65_prev_demanda_es,ausente
2026-09-08-0850,entsoe_A69_prev_renovable_es,ausente
2026-09-08-0850,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-0850,esios_capacidad_instalada,ausente
2026-09-08-1151,entsoe_A44_precio_es,ausente
2026-09-08-1151,entsoe_A44_precio_francia,ausente
2026-09-08-1151,entsoe_A65_prev_demanda_es,ausente
2026-09-08-1151,entsoe_A69_prev_renovable_es,ausente
2026-09-08-1151,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-1151,esios_capacidad_instalada,ausente
2026-09-08-1451,entsoe_A44_precio_es,ausente
2026-09-08-1451,entsoe_A44_precio_francia,ausente
2026-09-08-1451,entsoe_A65_prev_demanda_es,ausente
2026-09-08-1451,entsoe_A69_prev_renovable_es,ausente
2026-09-08-1451,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-1451,esios_capacidad_instalada,ausente
2026-09-08-1751,entsoe_A44_precio_es,ausente
2026-09-08-1751,entsoe_A44_precio_francia,ausente
2026-09-08-1751,entsoe_A65_prev_demanda_es,ausente
2026-09-08-1751,entsoe_A69_prev_renovable_es,ausente
2026-09-08-1751,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-1751,esios_capacidad_instalada,ausente
2026-09-08-2051,esios_capacidad_instalada,ausente
2026-09-08-2351,esios_capacidad_instalada,ausente
2026-09-09-0550,esios_capacidad_instalada,ausente
2026-09-09-0850,esios_capacidad_instalada,ausente
