captura,fuente,motivo
2026-09-02-2050,esios_capacidad_instalada,ausente
2026-09-02-2050,mibgas_curva,ausente
2026-09-02-2050,sendeco2_eua,ausente
2026-09-02-2351,aemet_climatologico_diario,ausente
2026-09-02-2351,aemet_radiacion_observada,ausente
2026-09-02-2351,esios_capacidad_instalada,ausente
2026-09-02-2351,mibgas_curva,ausente
2026-09-02-2351,sendeco2_eua,ausente
2026-09-03-0250,aemet_climatologico_diario,ausente
2026-09-03-0250,aemet_radiacion_observada,ausente
2026-09-03-0250,mibgas_curva,ausente
2026-09-03-0250,sendeco2_eua,ausente
2026-09-03-0550,aemet_climatologico_diario,ausente
2026-09-03-0550,aemet_radiacion_observada,ausente
2026-09-03-0550,esios_capacidad_instalada,ausente
2026-09-03-0550,mibgas_curva,ausente
2026-09-03-0550,sendeco2_eua,ausente
2026-09-03-0850,aemet_climatologico_diario,ausente
2026-09-03-0850,aemet_radiacion_observada,ausente
2026-09-03-0850,esios_capacidad_instalada,ausente
2026-09-03-0850,mibgas_curva,ausente
2026-09-03-0850,sendeco2_eua,ausente
2026-09-03-1151,aemet_climatologico_diario,ausente
2026-09-03-1151,aemet_radiacion_observada,ausente
2026-09-03-1151,esios_capacidad_instalada,ausente
2026-09-03-1151,mibgas_curva,ausente
2026-09-03-1151,sendeco2_eua,ausente
2026-09-03-1451,aemet_climatologico_diario,ausente
2026-09-03-1451,aemet_radiacion_observada,ausente
2026-09-03-1451,esios_capacidad_instalada,ausente
2026-09-03-1451,mibgas_curva,ausente
2026-09-03-1451,sendeco2_eua,ausente
2026-09-03-1750,aemet_climatologico_diario,ausente
2026-09-03-1750,aemet_radiacion_observada,ausente
2026-09-03-1750,esios_capacidad_instalada,ausente
2026-09-03-1750,mibgas_curva,ausente
2026-09-03-1750,sendeco2_eua,ausente
2026-09-03-2051,aemet_climatologico_diario,ausente
2026-09-03-2051,aemet_radiacion_observada,ausente
2026-09-03-2051,esios_capacidad_instalada,ausente
2026-09-03-2051,mibgas_curva,ausente
2026-09-03-2051,sendeco2_eua,ausente
2026-09-03-2107,aemet_climatologico_diario,ausente
2026-09-03-2107,aemet_prediccion_diaria,ausente
2026-09-03-2107,aemet_prediccion_horaria,ausente
2026-09-03-2107,aemet_prediccion_periodos,ausente
2026-09-03-2107,aemet_radiacion_observada,ausente
2026-09-03-2107,esios_capacidad_instalada,ausente
2026-09-03-2107,mibgas_curva,ausente
2026-09-03-2107,sendeco2_eua,ausente
2026-09-03-2351,aemet_climatologico_diario,ausente
2026-09-03-2351,aemet_radiacion_observada,ausente
2026-09-03-2351,esios_capacidad_instalada,ausente
2026-09-03-2351,mibgas_curva,ausente
2026-09-03-2351,sendeco2_eua,ausente
2026-09-04-0250,aemet_climatologico_diario,ausente
2026-09-04-0250,aemet_radiacion_observada,ausente
2026-09-04-0250,mibgas_curva,ausente
2026-09-04-0250,sendeco2_eua,ausente
2026-09-04-0550,aemet_climatologico_diario,ausente
2026-09-04-0550,aemet_radiacion_observada,ausente
2026-09-04-0550,esios_capacidad_instalada,ausente
2026-09-04-0550,mibgas_curva,ausente
2026-09-04-0550,sendeco2_eua,ausente
2026-09-04-0851,aemet_climatologico_diario,ausente
2026-09-04-0851,aemet_radiacion_observada,ausente
2026-09-04-0851,esios_capacidad_instalada,ausente
2026-09-04-0851,mibgas_curva,ausente
2026-09-04-0851,sendeco2_eua,ausente
2026-09-04-1150,aemet_climatologico_diario,ausente
2026-09-04-1150,aemet_radiacion_observada,ausente
2026-09-04-1150,esios_capacidad_instalada,ausente
2026-09-04-1150,mibgas_curva,ausente
2026-09-04-1150,sendeco2_eua,ausente
2026-09-04-1450,aemet_climatologico_diario,ausente
2026-09-04-1450,aemet_radiacion_observada,ausente
2026-09-04-1450,esios_capacidad_instalada,ausente
2026-09-04-1450,mibgas_curva,ausente
2026-09-04-1450,sendeco2_eua,ausente
2026-09-04-1751,aemet_climatologico_diario,ausente
2026-09-04-1751,aemet_radiacion_observada,ausente
2026-09-04-1751,esios_capacidad_instalada,ausente
2026-09-04-1751,mibgas_curva,ausente
2026-09-04-1751,sendeco2_eua,ausente
2026-09-04-2051,aemet_climatologico_diario,ausente
2026-09-04-2051,aemet_radiacion_observada,ausente
2026-09-04-2051,esios_capacidad_instalada,ausente
2026-09-04-2051,mibgas_curva,ausente
2026-09-04-2051,sendeco2_eua,ausente
2026-09-04-2351,aemet_climatologico_diario,ausente
2026-09-04-2351,aemet_radiacion_observada,ausente
2026-09-04-2351,esios_capacidad_instalada,ausente
2026-09-04-2351,mibgas_curva,ausente
2026-09-04-2351,sendeco2_eua,ausente
2026-09-05-0250,aemet_climatologico_diario,ausente
2026-09-05-0250,aemet_radiacion_observada,ausente
2026-09-05-0250,mibgas_curva,ausente
2026-09-05-0250,sendeco2_eua,ausente
2026-09-05-0550,aemet_climatologico_diario,ausente
2026-09-05-0550,aemet_radiacion_observada,ausente
2026-09-05-0550,esios_capacidad_instalada,ausente
2026-09-05-0550,mibgas_curva,ausente
2026-09-05-0550,sendeco2_eua,ausente
2026-09-05-0850,aemet_climatologico_diario,ausente
2026-09-05-0850,aemet_radiacion_observada,ausente
2026-09-05-0850,esios_capacidad_instalada,ausente
2026-09-05-0850,mibgas_curva,ausente
2026-09-05-0850,sendeco2_eua,ausente
2026-09-05-1150,aemet_climatologico_diario,ausente
2026-09-05-1150,aemet_radiacion_observada,ausente
2026-09-05-1150,esios_capacidad_instalada,ausente
2026-09-05-1150,mibgas_curva,ausente
2026-09-05-1150,sendeco2_eua,ausente
2026-09-05-1450,aemet_climatologico_diario,ausente
2026-09-05-1450,aemet_radiacion_observada,ausente
2026-09-05-1450,esios_capacidad_instalada,ausente
2026-09-05-1450,mibgas_curva,ausente
2026-09-05-1450,sendeco2_eua,ausente
2026-09-05-1750,aemet_climatologico_diario,ausente
2026-09-05-1750,aemet_radiacion_observada,ausente
2026-09-05-1750,esios_capacidad_instalada,ausente
2026-09-05-1750,mibgas_curva,ausente
2026-09-05-1750,sendeco2_eua,ausente
2026-09-05-2051,aemet_climatologico_diario,ausente
2026-09-05-2051,aemet_radiacion_observada,ausente
2026-09-05-2051,esios_capacidad_instalada,ausente
2026-09-05-2051,mibgas_curva,ausente
2026-09-05-2051,sendeco2_eua,ausente
2026-09-05-2350,aemet_climatologico_diario,ausente
2026-09-05-2350,aemet_radiacion_observada,ausente
2026-09-05-2350,esios_capacidad_instalada,ausente
2026-09-05-2350,mibgas_curva,ausente
2026-09-05-2350,sendeco2_eua,ausente
2026-09-06-0250,aemet_climatologico_diario,ausente
2026-09-06-0250,aemet_radiacion_observada,ausente
2026-09-06-0250,mibgas_curva,ausente
2026-09-06-0250,sendeco2_eua,ausente
2026-09-06-0550,aemet_climatologico_diario,ausente
2026-09-06-0550,aemet_radiacion_observada,ausente
2026-09-06-0550,esios_capacidad_instalada,ausente
2026-09-06-0550,mibgas_curva,ausente
2026-09-06-0550,sendeco2_eua,ausente
2026-09-06-0850,aemet_climatologico_diario,ausente
2026-09-06-0850,aemet_radiacion_observada,ausente
2026-09-06-0850,esios_capacidad_instalada,ausente
2026-09-06-0850,mibgas_curva,ausente
2026-09-06-0850,sendeco2_eua,ausente
2026-09-06-1150,aemet_climatologico_diario,ausente
2026-09-06-1150,aemet_radiacion_observada,ausente
2026-09-06-1150,esios_capacidad_instalada,ausente
2026-09-06-1150,mibgas_curva,ausente
2026-09-06-1150,sendeco2_eua,ausente
2026-09-06-1452,aemet_climatologico_diario,ausente
2026-09-06-1452,aemet_radiacion_observada,ausente
2026-09-06-1452,esios_capacidad_instalada,ausente
2026-09-06-1452,mibgas_curva,ausente
2026-09-06-1452,sendeco2_eua,ausente
2026-09-06-1750,aemet_climatologico_diario,ausente
2026-09-06-1750,aemet_radiacion_observada,ausente
2026-09-06-1750,esios_capacidad_instalada,ausente
2026-09-06-1750,mibgas_curva,ausente
2026-09-06-1750,sendeco2_eua,ausente
2026-09-06-2051,aemet_climatologico_diario,ausente
2026-09-06-2051,aemet_radiacion_observada,ausente
2026-09-06-2051,esios_capacidad_instalada,ausente
2026-09-06-2051,mibgas_curva,ausente
2026-09-06-2051,sendeco2_eua,ausente
2026-09-06-2142,aemet_climatologico_diario,ausente
2026-09-06-2142,aemet_prediccion_diaria,ausente
2026-09-06-2142,aemet_prediccion_horaria,ausente
2026-09-06-2142,aemet_prediccion_periodos,ausente
2026-09-06-2142,aemet_radiacion_observada,ausente
2026-09-06-2142,esios_capacidad_instalada,ausente
2026-09-06-2142,mibgas_curva,ausente
2026-09-06-2142,sendeco2_eua,ausente
2026-09-06-2157,aemet_climatologico_diario,ausente
2026-09-06-2157,aemet_prediccion_diaria,ausente
2026-09-06-2157,aemet_prediccion_horaria,ausente
2026-09-06-2157,aemet_prediccion_periodos,ausente
2026-09-06-2157,aemet_radiacion_observada,ausente
2026-09-06-2157,esios_capacidad_instalada,ausente
2026-09-06-2157,mibgas_curva,ausente
2026-09-06-2157,sendeco2_eua,ausente
2026-09-06-2351,aemet_climatologico_diario,ausente
2026-09-06-2351,aemet_radiacion_observada,ausente
2026-09-06-2351,esios_capacidad_instalada,ausente
2026-09-06-2351,mibgas_curva,ausente
2026-09-06-2351,sendeco2_eua,ausente
2026-09-07-0250,aemet_climatologico_diario,ausente
2026-09-07-0250,aemet_radiacion_observada,ausente
2026-09-07-0250,mibgas_curva,ausente
2026-09-07-0250,sendeco2_eua,ausente
2026-09-07-0550,aemet_climatologico_diario,ausente
2026-09-07-0550,aemet_radiacion_observada,ausente
2026-09-07-0550,esios_capacidad_instalada,ausente
2026-09-07-0550,mibgas_curva,ausente
2026-09-07-0550,sendeco2_eua,ausente
2026-09-07-0851,aemet_climatologico_diario,ausente
2026-09-07-0851,aemet_radiacion_observada,ausente
2026-09-07-0851,esios_capacidad_instalada,ausente
2026-09-07-0851,mibgas_curva,ausente
2026-09-07-0851,sendeco2_eua,ausente
2026-09-07-1150,aemet_climatologico_diario,ausente
2026-09-07-1150,aemet_radiacion_observada,ausente
2026-09-07-1150,esios_capacidad_instalada,ausente
2026-09-07-1150,mibgas_curva,ausente
2026-09-07-1150,sendeco2_eua,ausente
2026-09-07-1450,aemet_climatologico_diario,ausente
2026-09-07-1450,aemet_radiacion_observada,ausente
2026-09-07-1450,esios_capacidad_instalada,ausente
2026-09-07-1450,mibgas_curva,ausente
2026-09-07-1450,sendeco2_eua,ausente
2026-09-07-1751,aemet_climatologico_diario,ausente
2026-09-07-1751,aemet_radiacion_observada,ausente
2026-09-07-1751,entsoe_A44_precio_es,ausente
2026-09-07-1751,entsoe_A44_precio_francia,ausente
2026-09-07-1751,entsoe_A65_prev_demanda_es,ausente
2026-09-07-1751,entsoe_A69_prev_renovable_es,ausente
2026-09-07-1751,entsoe_A72_reserva_hidraulica,ausente
2026-09-07-1751,esios_capacidad_instalada,ausente
2026-09-07-1751,mibgas_curva,ausente
2026-09-07-1751,sendeco2_eua,ausente
2026-09-07-2036,aemet_climatologico_diario,ausente
2026-09-07-2036,aemet_radiacion_observada,ausente
2026-09-07-2036,entsoe_A44_precio_es,ausente
2026-09-07-2036,entsoe_A44_precio_francia,ausente
2026-09-07-2036,entsoe_A65_prev_demanda_es,ausente
2026-09-07-2036,entsoe_A69_prev_renovable_es,ausente
2026-09-07-2036,entsoe_A72_reserva_hidraulica,ausente
2026-09-07-2036,esios_capacidad_instalada,ausente
2026-09-07-2036,mibgas_curva,ausente
2026-09-07-2036,sendeco2_eua,ausente
2026-09-07-2050,aemet_climatologico_diario,ausente
2026-09-07-2050,aemet_prediccion_diaria,ausente
2026-09-07-2050,aemet_prediccion_horaria,ausente
2026-09-07-2050,aemet_prediccion_periodos,ausente
2026-09-07-2050,aemet_radiacion_observada,ausente
2026-09-07-2050,entsoe_A44_precio_es,ausente
2026-09-07-2050,entsoe_A44_precio_francia,ausente
2026-09-07-2050,entsoe_A65_prev_demanda_es,ausente
2026-09-07-2050,entsoe_A69_prev_renovable_es,ausente
2026-09-07-2050,entsoe_A72_reserva_hidraulica,ausente
2026-09-07-2050,esios_capacidad_instalada,ausente
2026-09-07-2050,mibgas_curva,ausente
2026-09-07-2050,sendeco2_eua,ausente
2026-09-07-2350,aemet_climatologico_diario,ausente
2026-09-07-2350,aemet_radiacion_observada,ausente
2026-09-07-2350,entsoe_A44_precio_es,ausente
2026-09-07-2350,entsoe_A44_precio_francia,ausente
2026-09-07-2350,entsoe_A65_prev_demanda_es,ausente
2026-09-07-2350,entsoe_A69_prev_renovable_es,ausente
2026-09-07-2350,entsoe_A72_reserva_hidraulica,ausente
2026-09-07-2350,esios_capacidad_instalada,ausente
2026-09-07-2350,mibgas_curva,ausente
2026-09-07-2350,sendeco2_eua,ausente
2026-09-08-0250,aemet_climatologico_diario,ausente
2026-09-08-0250,aemet_radiacion_observada,ausente
2026-09-08-0250,entsoe_A44_precio_es,ausente
2026-09-08-0250,entsoe_A44_precio_francia,ausente
2026-09-08-0250,entsoe_A65_prev_demanda_es,ausente
2026-09-08-0250,entsoe_A69_prev_renovable_es,ausente
2026-09-08-0250,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-0250,mibgas_curva,ausente
2026-09-08-0250,sendeco2_eua,ausente
2026-09-08-0550,aemet_climatologico_diario,ausente
2026-09-08-0550,aemet_radiacion_observada,ausente
2026-09-08-0550,entsoe_A44_precio_es,ausente
2026-09-08-0550,entsoe_A44_precio_francia,ausente
2026-09-08-0550,entsoe_A65_prev_demanda_es,ausente
2026-09-08-0550,entsoe_A69_prev_renovable_es,ausente
2026-09-08-0550,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-0550,esios_capacidad_instalada,ausente
2026-09-08-0550,mibgas_curva,ausente
2026-09-08-0550,sendeco2_eua,ausente
2026-09-08-0850,aemet_climatologico_diario,ausente
2026-09-08-0850,aemet_radiacion_observada,ausente
2026-09-08-0850,entsoe_A44_precio_es,ausente
2026-09-08-0850,entsoe_A44_precio_francia,ausente
2026-09-08-0850,entsoe_A65_prev_demanda_es,ausente
2026-09-08-0850,entsoe_A69_prev_renovable_es,ausente
2026-09-08-0850,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-0850,esios_capacidad_instalada,ausente
2026-09-08-0850,mibgas_curva,ausente
2026-09-08-0850,sendeco2_eua,ausente
2026-09-08-1151,aemet_climatologico_diario,ausente
2026-09-08-1151,aemet_radiacion_observada,ausente
2026-09-08-1151,entsoe_A44_precio_es,ausente
2026-09-08-1151,entsoe_A44_precio_francia,ausente
2026-09-08-1151,entsoe_A65_prev_demanda_es,ausente
2026-09-08-1151,entsoe_A69_prev_renovable_es,ausente
2026-09-08-1151,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-1151,esios_capacidad_instalada,ausente
2026-09-08-1151,mibgas_curva,ausente
2026-09-08-1151,sendeco2_eua,ausente
2026-09-08-1451,aemet_climatologico_diario,ausente
2026-09-08-1451,aemet_radiacion_observada,ausente
2026-09-08-1451,entsoe_A44_precio_es,ausente
2026-09-08-1451,entsoe_A44_precio_francia,ausente
2026-09-08-1451,entsoe_A65_prev_demanda_es,ausente
2026-09-08-1451,entsoe_A69_prev_renovable_es,ausente
2026-09-08-1451,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-1451,esios_capacidad_instalada,ausente
2026-09-08-1451,mibgas_curva,ausente
2026-09-08-1451,sendeco2_eua,ausente
2026-09-08-1751,aemet_climatologico_diario,ausente
2026-09-08-1751,aemet_radiacion_observada,ausente
2026-09-08-1751,entsoe_A44_precio_es,ausente
2026-09-08-1751,entsoe_A44_precio_francia,ausente
2026-09-08-1751,entsoe_A65_prev_demanda_es,ausente
2026-09-08-1751,entsoe_A69_prev_renovable_es,ausente
2026-09-08-1751,entsoe_A72_reserva_hidraulica,ausente
2026-09-08-1751,esios_capacidad_instalada,ausente
2026-09-08-1751,mibgas_curva,ausente
2026-09-08-1751,sendeco2_eua,ausente
2026-09-08-2051,aemet_climatologico_diario,ausente
2026-09-08-2051,aemet_radiacion_observada,ausente
2026-09-08-2051,esios_capacidad_instalada,ausente
2026-09-08-2051,mibgas_curva,ausente
2026-09-08-2051,sendeco2_eua,ausente
2026-09-08-2351,aemet_climatologico_diario,ausente
2026-09-08-2351,aemet_radiacion_observada,ausente
2026-09-08-2351,esios_capacidad_instalada,ausente
2026-09-08-2351,mibgas_curva,ausente
2026-09-08-2351,sendeco2_eua,ausente
2026-09-09-0250,aemet_climatologico_diario,ausente
2026-09-09-0250,aemet_radiacion_observada,ausente
2026-09-09-0250,mibgas_curva,ausente
2026-09-09-0250,sendeco2_eua,ausente
2026-09-09-0550,aemet_climatologico_diario,ausente
2026-09-09-0550,aemet_radiacion_observada,ausente
2026-09-09-0550,esios_capacidad_instalada,ausente
2026-09-09-0550,mibgas_curva,ausente
2026-09-09-0550,sendeco2_eua,ausente
2026-09-09-0850,aemet_climatologico_diario,ausente
2026-09-09-0850,aemet_radiacion_observada,ausente
2026-09-09-0850,esios_capacidad_instalada,ausente
2026-09-09-0850,mibgas_curva,ausente
2026-09-09-0850,sendeco2_eua,ausente
2026-09-09-1151,aemet_climatologico_diario,ausente
2026-09-09-1151,aemet_radiacion_observada,ausente
2026-09-09-1151,entsoe_A44_precio_es,ausente
2026-09-09-1151,entsoe_A69_prev_renovable_es,ausente
2026-09-09-1151,entsoe_A72_reserva_hidraulica,ausente
2026-09-09-1151,esios_capacidad_instalada,ausente
2026-09-09-1151,mibgas_curva,ausente
2026-09-09-1151,sendeco2_eua,ausente
2026-09-09-1451,aemet_climatologico_diario,ausente
2026-09-09-1451,aemet_radiacion_observada,ausente
2026-09-09-1451,esios_capacidad_instalada,ausente
2026-09-09-1451,mibgas_curva,ausente
2026-09-09-1451,sendeco2_eua,ausente
2026-09-09-1517,aemet_climatologico_diario,ausente
2026-09-09-1517,aemet_prediccion_diaria,ausente
2026-09-09-1517,aemet_prediccion_horaria,ausente
2026-09-09-1517,aemet_prediccion_periodos,ausente
2026-09-09-1517,aemet_radiacion_observada,ausente
2026-09-09-1517,esios_capacidad_instalada,ausente
2026-09-09-1517,sendeco2_eua,ausente
2026-09-09-1619,aemet_climatologico_diario,ausente
2026-09-09-1619,aemet_prediccion_diaria,ausente
2026-09-09-1619,aemet_prediccion_horaria,ausente
2026-09-09-1619,aemet_prediccion_periodos,ausente
2026-09-09-1619,aemet_radiacion_observada,ausente
2026-09-09-1619,entsoe_A44_precio_francia,ausente
2026-09-09-1619,entsoe_A69_prev_renovable_es,ausente
2026-09-09-1619,entsoe_A72_reserva_hidraulica,ausente
2026-09-09-1619,esios_capacidad_instalada,ausente
2026-09-09-1751,aemet_climatologico_diario,ausente
2026-09-09-1751,aemet_radiacion_observada,ausente
2026-09-09-1751,esios_capacidad_instalada,ausente
2026-09-09-2051,aemet_climatologico_diario,ausente
2026-09-09-2051,aemet_radiacion_observada,ausente
2026-09-09-2051,esios_capacidad_instalada,ausente
2026-09-09-2351,aemet_climatologico_diario,ausente
2026-09-09-2351,aemet_radiacion_observada,ausente
2026-09-09-2351,esios_capacidad_instalada,ausente
2026-09-10-0250,aemet_climatologico_diario,ausente
2026-09-10-0250,aemet_radiacion_observada,ausente
2026-09-10-0550,aemet_climatologico_diario,ausente
2026-09-10-0550,aemet_radiacion_observada,ausente
2026-09-10-0550,esios_capacidad_instalada,ausente
2026-09-10-0851,aemet_climatologico_diario,ausente
2026-09-10-0851,aemet_radiacion_observada,ausente
2026-09-10-0851,esios_capacidad_instalada,ausente
2026-09-10-1150,aemet_climatologico_diario,ausente
2026-09-10-1150,aemet_radiacion_observada,ausente
2026-09-10-1150,esios_capacidad_instalada,ausente
2026-09-10-1451,aemet_climatologico_diario,ausente
2026-09-10-1451,aemet_radiacion_observada,ausente
2026-09-10-1451,esios_capacidad_instalada,ausente
2026-09-10-1751,aemet_climatologico_diario,ausente
2026-09-10-1751,aemet_radiacion_observada,ausente
2026-09-10-1751,esios_capacidad_instalada,ausente
2026-09-10-2051,aemet_climatologico_diario,ausente
2026-09-10-2051,aemet_radiacion_observada,ausente
2026-09-10-2051,esios_capacidad_instalada,ausente
2026-09-10-2351,aemet_climatologico_diario,ausente
2026-09-10-2351,aemet_radiacion_observada,ausente
2026-09-10-2351,esios_capacidad_instalada,ausente
2026-09-11-0250,aemet_climatologico_diario,ausente
2026-09-11-0250,aemet_radiacion_observada,ausente
2026-09-11-0550,aemet_climatologico_diario,ausente
2026-09-11-0550,aemet_radiacion_observada,ausente
2026-09-11-0550,esios_capacidad_instalada,ausente
2026-09-11-0851,aemet_climatologico_diario,ausente
2026-09-11-0851,aemet_radiacion_observada,ausente
2026-09-11-0851,esios_capacidad_instalada,ausente
2026-09-11-1151,aemet_climatologico_diario,ausente
2026-09-11-1151,aemet_radiacion_observada,ausente
2026-09-11-1151,esios_capacidad_instalada,ausente
2026-09-11-1451,aemet_climatologico_diario,ausente
2026-09-11-1451,aemet_radiacion_observada,ausente
2026-09-11-1451,esios_capacidad_instalada,ausente
2026-09-11-1751,aemet_climatologico_diario,ausente
2026-09-11-1751,aemet_radiacion_observada,ausente
2026-09-11-1751,esios_capacidad_instalada,ausente
2026-09-11-2051,aemet_climatologico_diario,ausente
2026-09-11-2051,aemet_radiacion_observada,ausente
2026-09-11-2051,esios_capacidad_instalada,ausente
2026-09-11-2351,aemet_climatologico_diario,ausente
2026-09-11-2351,aemet_radiacion_observada,ausente
2026-09-11-2351,esios_capacidad_instalada,ausente
2026-09-12-0250,aemet_climatologico_diario,ausente
2026-09-12-0250,aemet_radiacion_observada,ausente
2026-09-12-0551,aemet_climatologico_diario,ausente
2026-09-12-0551,aemet_radiacion_observada,ausente
2026-09-12-0551,esios_capacidad_instalada,ausente
2026-09-12-0850,aemet_climatologico_diario,ausente
2026-09-12-0850,aemet_radiacion_observada,ausente
2026-09-12-0850,esios_capacidad_instalada,ausente
2026-09-12-1150,aemet_climatologico_diario,ausente
2026-09-12-1150,aemet_radiacion_observada,ausente
2026-09-12-1150,esios_capacidad_instalada,ausente
2026-09-12-1450,aemet_climatologico_diario,ausente
2026-09-12-1450,aemet_radiacion_observada,ausente
2026-09-12-1450,esios_capacidad_instalada,ausente
2026-09-12-1750,aemet_climatologico_diario,ausente
2026-09-12-1750,aemet_radiacion_observada,ausente
2026-09-12-1750,esios_capacidad_instalada,ausente
2026-09-12-2050,aemet_climatologico_diario,ausente
2026-09-12-2050,aemet_radiacion_observada,ausente
2026-09-12-2050,esios_capacidad_instalada,ausente
2026-09-12-2127,aemet_climatologico_diario,ausente
2026-09-12-2127,aemet_prediccion_diaria,ausente
2026-09-12-2127,aemet_prediccion_horaria,ausente
2026-09-12-2127,aemet_prediccion_periodos,ausente
2026-09-12-2127,aemet_radiacion_observada,ausente
2026-09-12-2127,esios_capacidad_instalada,ausente
2026-09-12-2350,aemet_climatologico_diario,ausente
2026-09-12-2350,aemet_radiacion_observada,ausente
2026-09-12-2350,esios_capacidad_instalada,ausente
2026-09-13-0250,aemet_climatologico_diario,ausente
2026-09-13-0250,aemet_radiacion_observada,ausente
2026-09-13-0550,aemet_climatologico_diario,ausente
2026-09-13-0550,aemet_radiacion_observada,ausente
2026-09-13-0550,esios_capacidad_instalada,ausente
2026-09-13-0850,aemet_climatologico_diario,ausente
2026-09-13-0850,aemet_radiacion_observada,ausente
2026-09-13-0850,esios_capacidad_instalada,ausente
2026-09-13-1153,aemet_climatologico_diario,ausente
2026-09-13-1153,aemet_radiacion_observada,ausente
2026-09-13-1153,esios_capacidad_instalada,ausente
2026-09-13-1450,aemet_climatologico_diario,ausente
2026-09-13-1450,aemet_radiacion_observada,ausente
2026-09-13-1450,esios_capacidad_instalada,ausente
2026-09-13-1750,aemet_climatologico_diario,ausente
2026-09-13-1750,aemet_radiacion_observada,ausente
2026-09-13-1750,esios_capacidad_instalada,ausente
2026-09-13-2050,aemet_climatologico_diario,ausente
2026-09-13-2050,aemet_radiacion_observada,ausente
2026-09-13-2050,esios_capacidad_instalada,ausente
2026-09-13-2350,aemet_climatologico_diario,ausente
2026-09-13-2350,aemet_radiacion_observada,ausente
2026-09-13-2350,esios_capacidad_instalada,ausente
2026-09-14-0250,aemet_climatologico_diario,ausente
2026-09-14-0250,aemet_radiacion_observada,ausente
2026-09-14-0550,esios_capacidad_instalada,ausente
2026-09-14-0850,aemet_climatologico_diario,ausente
2026-09-14-0850,aemet_radiacion_observada,ausente
2026-09-14-0850,esios_capacidad_instalada,ausente
2026-09-14-1150,aemet_climatologico_diario,ausente
2026-09-14-1150,aemet_radiacion_observada,ausente
2026-09-14-1150,esios_capacidad_instalada,ausente
2026-09-14-1451,aemet_climatologico_diario,ausente
2026-09-14-1451,aemet_radiacion_observada,ausente
2026-09-14-1451,esios_capacidad_instalada,ausente
2026-09-14-1751,aemet_climatologico_diario,ausente
2026-09-14-1751,aemet_radiacion_observada,ausente
2026-09-14-1751,esios_capacidad_instalada,ausente
2026-09-14-2051,aemet_climatologico_diario,ausente
2026-09-14-2051,aemet_radiacion_observada,ausente
2026-09-14-2051,esios_capacidad_instalada,ausente
2026-09-14-2351,aemet_climatologico_diario,ausente
2026-09-14-2351,aemet_radiacion_observada,ausente
2026-09-14-2351,esios_capacidad_instalada,ausente
2026-09-15-0551,aemet_climatologico_diario,ausente
2026-09-15-0551,aemet_radiacion_observada,ausente
2026-09-15-0551,esios_capacidad_instalada,ausente
2026-09-15-0850,aemet_climatologico_diario,ausente
2026-09-15-0850,aemet_radiacion_observada,ausente
2026-09-15-0850,esios_capacidad_instalada,ausente
2026-09-15-1150,aemet_climatologico_diario,ausente
2026-09-15-1150,aemet_radiacion_observada,ausente
2026-09-15-1150,esios_capacidad_instalada,ausente
2026-09-15-1450,aemet_climatologico_diario,ausente
2026-09-15-1450,aemet_radiacion_observada,ausente
2026-09-15-1450,esios_capacidad_instalada,ausente
2026-09-15-1750,aemet_climatologico_diario,ausente
2026-09-15-1750,aemet_radiacion_observada,ausente
2026-09-15-1750,esios_capacidad_instalada,ausente
2026-09-15-2050,aemet_climatologico_diario,ausente
2026-09-15-2050,aemet_radiacion_observada,ausente
2026-09-15-2050,esios_capacidad_instalada,ausente
2026-09-15-2350,esios_capacidad_instalada,ausente
2026-09-16-0250,aemet_climatologico_diario,ausente
2026-09-16-0250,aemet_radiacion_observada,ausente
2026-09-16-0550,aemet_climatologico_diario,ausente
2026-09-16-0550,aemet_radiacion_observada,ausente
2026-09-16-0550,esios_capacidad_instalada,ausente
2026-09-16-0850,aemet_climatologico_diario,ausente
2026-09-16-0850,aemet_radiacion_observada,ausente
2026-09-16-0850,esios_capacidad_instalada,ausente
2026-09-16-1150,aemet_climatologico_diario,ausente
2026-09-16-1150,aemet_radiacion_observada,ausente
2026-09-16-1150,esios_capacidad_instalada,ausente
2026-09-16-1450,aemet_climatologico_diario,ausente
2026-09-16-1450,aemet_radiacion_observada,ausente
2026-09-16-1450,esios_capacidad_instalada,ausente
2026-09-16-1750,aemet_climatologico_diario,ausente
2026-09-16-1750,aemet_radiacion_observada,ausente
2026-09-16-1750,esios_capacidad_instalada,ausente
2026-09-16-2050,esios_capacidad_instalada,ausente
2026-09-16-2350,aemet_climatologico_diario,ausente
2026-09-16-2350,aemet_radiacion_observada,ausente
2026-09-16-2350,esios_capacidad_instalada,ausente
2026-09-17-0250,aemet_climatologico_diario,ausente
2026-09-17-0250,aemet_radiacion_observada,ausente
2026-09-17-0550,aemet_climatologico_diario,ausente
2026-09-17-0550,aemet_radiacion_observada,ausente
2026-09-17-0550,esios_capacidad_instalada,ausente
2026-09-17-0850,aemet_climatologico_diario,ausente
2026-09-17-0850,aemet_radiacion_observada,ausente
2026-09-17-0850,esios_capacidad_instalada,ausente
2026-09-17-1150,aemet_climatologico_diario,ausente
